system:index,date,soil_moisture,.geo
20210305,2021-03-05,0.2961324055989583,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210306,2021-03-06,0.3714396158854167,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210307,2021-03-07,0.3976542154947917,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210308,2021-03-08,0.35742632548014325,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210309,2021-03-09,0.3219502766927083,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210310,2021-03-10,0.2960866292317708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210311,2021-03-11,0.2798512776692708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210312,2021-03-12,0.3860174814860026,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210313,2021-03-13,0.4146811167399089,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210314,2021-03-14,0.3910897572835286,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210315,2021-03-15,0.37550099690755206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210316,2021-03-16,0.3946978251139323,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210317,2021-03-17,0.3932660420735677,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210318,2021-03-18,0.3673604329427083,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210319,2021-03-19,0.3762645721435547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210320,2021-03-20,0.37812550862630206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210321,2021-03-21,0.3823680877685547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210322,2021-03-22,0.3628419240315755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210323,2021-03-23,0.38431231180826825,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210324,2021-03-24,0.4415245056152344,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210325,2021-03-25,0.4395682017008464,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210326,2021-03-26,0.43373552958170575,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210327,2021-03-27,0.41821924845377606,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210328,2021-03-28,0.38835398356119794,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210329,2021-03-29,0.38029034932454425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210330,2021-03-30,0.3813374837239583,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210331,2021-03-31,0.41073354085286456,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210401,2021-04-01,0.3851585388183594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210402,2021-04-02,0.3593902587890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210403,2021-04-03,0.3496786753336589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210404,2021-04-04,0.39272181193033856,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210405,2021-04-05,0.39612579345703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210406,2021-04-06,0.3991711934407552,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210407,2021-04-07,0.4210033416748047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210408,2021-04-08,0.41924095153808594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210409,2021-04-09,0.4109052022298177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210410,2021-04-10,0.414981206258138,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210411,2021-04-11,0.4236278533935547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210412,2021-04-12,0.40855852762858075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210413,2021-04-13,0.402587890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210414,2021-04-14,0.4128214518229167,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210415,2021-04-15,0.41002464294433594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210416,2021-04-16,0.4126548767089844,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210417,2021-04-17,0.41023000081380206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210418,2021-04-18,0.4128684997558594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210419,2021-04-19,0.4163856506347656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210420,2021-04-20,0.39101600646972656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210421,2021-04-21,0.3677056630452474,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210422,2021-04-22,0.4127667744954427,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210423,2021-04-23,0.4163958231608073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210424,2021-04-24,0.4310315450032552,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210425,2021-04-25,0.42005348205566406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210426,2021-04-26,0.4216206868489583,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210427,2021-04-27,0.4115606943766276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210428,2021-04-28,0.4124520619710286,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210429,2021-04-29,0.42540931701660156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210430,2021-04-30,0.4078222910563151,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210501,2021-05-01,0.38916587829589844,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210502,2021-05-02,0.40044212341308594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210503,2021-05-03,0.3965504964192708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210504,2021-05-04,0.41904640197753906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210505,2021-05-05,0.4311669667561849,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210506,2021-05-06,0.4326051076253255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210507,2021-05-07,0.4161173502604167,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210508,2021-05-08,0.4280567169189453,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210509,2021-05-09,0.4162279764811198,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210510,2021-05-10,0.3990027109781901,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210511,2021-05-11,0.41193580627441406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210512,2021-05-12,0.43186378479003906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210513,2021-05-13,0.43142064412434894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210514,2021-05-14,0.4296271006266276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210515,2021-05-15,0.4295819600423177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210516,2021-05-16,0.4313208262125651,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210517,2021-05-17,0.44449742635091144,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210518,2021-05-18,0.4391307830810547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210519,2021-05-19,0.420474370320638,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210520,2021-05-20,0.41266822814941406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210521,2021-05-21,0.4178689320882161,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210522,2021-05-22,0.4047069549560547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210523,2021-05-23,0.37946828206380206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210524,2021-05-24,0.36347325642903644,"{""type"":""MultiPoint"",""coordinates"":[]}"
